학교명,과목명,교원수(계)
전주상업정보고등학교,세무 일반,1
전주상업정보고등학교,기업 자원 통합 관리,2
전주상업정보고등학교,회계 정보 처리 시스템,1
전주상업정보고등학교,회계 실무,1
전주상업정보고등학교,운동과 건강,2
전주상업정보고등학교,체육,1
전주상업정보고등학교,통합과학,2
전주상업정보고등학교,통합사회,1
전주상업정보고등학교,한국사,1
전주상업정보고등학교,영어,1
전주상업정보고등학교,실용 수학,1
전주상업정보고등학교,수학,1
전주상업정보고등학교,실용 국어,1
전주상업정보고등학교,국어,2
전주상업정보고등학교,회계 원리,2
전주상업정보고등학교,사무 관리,2
전주영생고등학교,한문Ⅰ,1
전주영생고등학교,음악 연주,1
전주영생고등학교,일본어Ⅰ,1
전주영생고등학교,정보,1
전주영생고등학교,미술 창작,1
전주영생고등학교,음악 감상과 비평,2
전주영생고등학교,통합사회,3
전주영생고등학교,한국사,3
전주영생고등학교,영어 독해와 작문,3
전주영생고등학교,영어Ⅰ,2
전주영생고등학교,영어,3
전주영생고등학교,확률과 통계,2
전주영생고등학교,미적분,1
전주영생고등학교,수학Ⅰ,2
전주영생고등학교,수학,3
전주영생고등학교,문학,3
전주영생고등학교,세계지리,1
전주영생고등학교,언어와 매체,1
전주영생고등학교,종교학,1
전주영생고등학교,화법과 작문,2
전주영생고등학교,국어,3
전주영생고등학교,운동과 건강,2
전주영생고등학교,체육,1
전주영생고등학교,생활과 과학,1
전주영생고등학교,지구과학Ⅱ,1
전주영생고등학교,생명과학Ⅱ,1
전주영생고등학교,화학Ⅱ,1
전주영생고등학교,지구과학Ⅰ,1
전주영생고등학교,생명과학Ⅰ,1
전주영생고등학교,물리학Ⅰ,1
전주영생고등학교,과학탐구실험,1
전주영생고등학교,통합과학,2
전주영생고등학교,사회 탐구 방법,1
전주영생고등학교,생활과 윤리,1
전주영생고등학교,사회·문화,1
전주영생고등학교,세계사,1
전주영생고등학교,중국어Ⅰ,1
전주예술고등학교,음악 전공 실기,2
전주예술고등학교,미술 전공 실기,1
전주예술고등학교,체육 탐구,1
전주예술고등학교,체육,1
전주예술고등학교,생명과학Ⅰ,1
전주예술고등학교,통합과학,1
전주예술고등학교,한국지리,1
전주예술고등학교,사회,1
전주예술고등학교,영어,1
전주예술고등학교,수학Ⅰ,1
전주예술고등학교,수학,1
전주예술고등학교,문학,1
전주예술고등학교,국어,1
전주예술고등학교,화성학,1
전주예술고등학교,전공실기1,2
전주예술고등학교,전공 실기,3
전주예술고등학교,시창·청음Ⅰ,1
전주예술고등학교,연기Ⅰ,1
전주예술고등학교,연극 제작 실습,1
전주예술고등학교,무용 음악 실습,1
전주예술고등학교,무용 전공 실기,1
전주예술고등학교,무용 기초 실기,1
전주예술고등학교,무용과 몸,1
전주예술고등학교,미술 전공 실기,2
전주예술고등학교,매체 미술,1
전주예술고등학교,입체 조형,1
전주예술고등학교,드로잉,1
전주예술고등학교,공연 실습,1
전주예술고등학교,합주,1
전주예술고등학교,합창,1
전주예술고등학교,안무Ⅱ,1
전주예술고등학교,고급연기,1
전주예술고등학교,실용음악Ⅲ,1
전주예술고등학교,무용 기초 실기Ⅰ,1
전주예술고등학교,무용 전공 실기Ⅱ,2
전주예술고등학교,무용 전공 실기Ⅰ,2
전주예술고등학교,미술전공실기Ⅱ,3
전주예술고등학교,음악전공실기Ⅰ,2
전주예술고등학교,음악 전공 실기,1
전주예술고등학교,종교학,1
전주예술고등학교,기술·가정,1
전주예술고등학교,무용 전공 실기,1
전주예술고등학교,음악,1
전주중앙여자고등학교,정보,1
전주중앙여자고등학교,생명과학Ⅱ,1
전주중앙여자고등학교,생명과학Ⅰ,1
전주중앙여자고등학교,화학Ⅰ,1
전주중앙여자고등학교,과학탐구실험,1
전주중앙여자고등학교,통합과학,2
전주중앙여자고등학교,사회문제 탐구,2
전주중앙여자고등학교,여행지리,1
전주중앙여자고등학교,생활과 윤리,2
전주중앙여자고등학교,정치와 법,1
전주중앙여자고등학교,통합사회,1
전주중앙여자고등학교,한국사,3
전주중앙여자고등학교,영어 독해와 작문,3
전주중앙여자고등학교,영어Ⅰ,3
전주중앙여자고등학교,영어,2
전주중앙여자고등학교,심화 수학Ⅰ,2
전주중앙여자고등학교,미적분,1
전주중앙여자고등학교,수학Ⅰ,3
전주중앙여자고등학교,수학,3
전주중앙여자고등학교,문학,3
전주중앙여자고등학교,독서,3
전주중앙여자고등학교,국어,4
전주중앙여자고등학교,논술,1
전주중앙여자고등학교,프랑스어Ⅰ,1
전주중앙여자고등학교,일본어Ⅰ,1
전주중앙여자고등학교,진로와 직업,1
전주중앙여자고등학교,보건,1
전주중앙여자고등학교,기술·가정,2
전주중앙여자고등학교,영화의 이해,1
전주중앙여자고등학교,미술,1
전주중앙여자고등학교,음악,1
전주중앙여자고등학교,스포츠 생활,1
전주중앙여자고등학교,체육,2
전주중앙여자고등학교,지구과학Ⅱ,1
전주중앙여자고등학교,지구과학Ⅰ,1
전주한일고등학교,화학Ⅱ,1
전주한일고등학교,지구과학Ⅱ,1
전주한일고등학교,물리학Ⅰ,1
전주한일고등학교,통합과학,4
전주한일고등학교,한국 사회의 이해,1
전주한일고등학교,윤리와 사상,1
전주한일고등학교,생활과 윤리,1
전주한일고등학교,사회·문화,2
전주한일고등학교,한국지리,1
전주한일고등학교,통합사회,1
전주한일고등학교,한국사,2
전주한일고등학교,영어 독해와 작문,3
전주한일고등학교,영어Ⅰ,3
전주한일고등학교,영어,2
전주한일고등학교,확률과 통계,1
전주한일고등학교,미적분,2
전주한일고등학교,수학Ⅰ,3
전주한일고등학교,수학,4
전주한일고등학교,문학,3
전주한일고등학교,생명과학Ⅱ,1
전주한일고등학교,언어와 매체,1
전주한일고등학교,국어,3
전주한일고등학교,화법과 작문,2
전주한일고등학교,스페인어Ⅰ,1
전주한일고등학교,일본어Ⅰ,1
전주한일고등학교,가정과학,1
전주한일고등학교,보건,1
전주한일고등학교,정보,2
전주한일고등학교,미술 창작,2
전주한일고등학교,음악,1
전주한일고등학교,운동과 건강,1
전주한일고등학교,체육,2
전주한일고등학교,생명과학Ⅰ,1
전주해성고등학교,국어,2
전주해성고등학교,화학Ⅱ,1
전주해성고등학교,지구과학Ⅰ,1
전주해성고등학교,생명과학Ⅰ,1
전주해성고등학교,화학Ⅰ,1
전주해성고등학교,물리학Ⅰ,1
전주해성고등학교,통합과학,1
전주해성고등학교,사회문제 탐구,1
전주해성고등학교,생활과 윤리,1
전주해성고등학교,생명과학Ⅱ,1
전주해성고등학교,사회·문화,1
전주해성고등학교,통합사회,2
전주해성고등학교,한국사,2
전주해성고등학교,환경과 인간 생활,1
전주해성고등학교,인공지능 기초,1
전주해성고등학교,종교학,1
전주해성고등학교,한문Ⅰ,1
전주해성고등학교,미술,1
전주해성고등학교,음악,1
전주해성고등학교,스포츠 생활,1
전주해성고등학교,운동과 건강,1
전주해성고등학교,체육,1
전주해성고등학교,지구과학Ⅱ,1
전주해성고등학교,영어 독해와 작문,2
전주해성고등학교,영어Ⅰ,2
전주해성고등학교,영어,2
전주해성고등학교,경제 수학,1
전주해성고등학교,기하,1
전주해성고등학교,실용 수학,1
전주해성고등학교,수학Ⅱ,2
전주해성고등학교,수학Ⅰ,1
전주해성고등학교,수학,2
전주해성고등학교,심화 국어,1
전주해성고등학교,문학,2
전주해성고등학교,화법과 작문,2
정읍고등학교,한국지리,1
정읍고등학교,생활과 윤리,1
정읍고등학교,진로 영어,1
정읍고등학교,영어 독해와 작문,1
정읍고등학교,영어Ⅰ,1
정읍고등학교,영어,1
정읍고등학교,확률과 통계,1
정읍고등학교,미적분,1
정읍고등학교,수학Ⅰ,1
정읍고등학교,수학,1
정읍고등학교,문학,1
정읍고등학교,화법과 작문,2
정읍고등학교,국어,1
정읍고등학교,사회·문화,1
정읍고등학교,기타특수,1
정읍고등학교,논술,1
정읍고등학교,심리학,1
정읍고등학교,한문Ⅰ,1
정읍고등학교,일본어Ⅰ,1
정읍고등학교,진로와 직업,1
정읍고등학교,보건,1
정읍고등학교,미술,1
정읍고등학교,운동과 건강,1
정읍고등학교,체육,1
정읍고등학교,지구과학Ⅰ,1
정읍고등학교,생명과학Ⅰ,1
정읍고등학교,화학Ⅰ,1
정읍고등학교,물리학Ⅰ,1
정읍고등학교,한국사,1
정읍제일고등학교,식품 가공 기술,1
정읍제일고등학교,음악,1
정읍제일고등학교,가스 텅스텐 아크 용접,1
정읍제일고등학교,피복 아크 용접,1
정읍제일고등학교,농업용 기계 설치·정비,1
정읍제일고등학교,컴퓨터 활용 생산,1
정읍제일고등학교,기계요소 설계,1
정읍제일고등학교,기계 기초 공작,1
정읍제일고등학교,한문Ⅰ,1
정읍제일고등학교,진로와 직업,1
정읍제일고등학교,체육,1
정읍제일고등학교,생명과학Ⅰ,1
정읍제일고등학교,통합과학,1
정읍제일고등학교,한국사,1
정읍제일고등학교,영어,1
정읍제일고등학교,농업 기계 운전·작업,2
정읍제일고등학교,농업 기계,1
정읍제일고등학교,떡 제조,1
정읍제일고등학교,제빵,1
정읍제일고등학교,제과,1
정읍제일고등학교,수학,1
정읍제일고등학교,기타특수,2
정읍제일고등학교,국어,1
정읍제일고등학교,축산 식품 가공,1
정읍여자고등학교,기술·가정,1
정읍여자고등학교,일본어Ⅰ,1
정읍여자고등학교,음악,1
정읍여자고등학교,운동과 건강,1
정읍여자고등학교,체육,1
정읍여자고등학교,생활과 과학,1
정읍여자고등학교,생명과학Ⅱ,1
정읍여자고등학교,지구과학Ⅰ,1
정읍여자고등학교,화학Ⅰ,1
정읍여자고등학교,통합과학,2
정읍여자고등학교,생활과 윤리,1
정읍여자고등학교,사회·문화,1
정읍여자고등학교,정치와 법,1
정읍여자고등학교,세계사,1
정읍여자고등학교,한국지리,1
정읍여자고등학교,한국사,1
정읍여자고등학교,진로 영어,2
정읍여자고등학교,영어Ⅰ,2
정읍여자고등학교,영어,2
정읍여자고등학교,경제 수학,1
정읍여자고등학교,기하,1
정읍여자고등학교,수학Ⅰ,2
정읍여자고등학교,수학,2
정읍여자고등학교,기타특수,1
정읍여자고등학교,문학,2
정읍여자고등학교,화법과 작문,2
정읍여자고등학교,국어,2
정읍여자고등학교,윤리와 사상,1
정읍여자고등학교,논술,1
정읍여자고등학교,미술,1
정주고등학교,일본어Ⅰ,1
정주고등학교,국어,2
정주고등학교,미술,1
정주고등학교,음악,1
정주고등학교,운동과 건강,1
정주고등학교,체육,1
정주고등학교,지구과학Ⅰ,1
정주고등학교,생명과학Ⅰ,1
정주고등학교,화학Ⅰ,1
정주고등학교,물리학Ⅰ,1
정주고등학교,통합과학,1
정주고등학교,과제연구-역사,1
정주고등학교,생활과 윤리,1
정주고등학교,사회·문화,1
정주고등학교,정치와 법,1
정주고등학교,한문Ⅰ,1
정주고등학교,한국지리,1
정주고등학교,한국사,1
정주고등학교,영어 독해와 작문,2
정주고등학교,영어Ⅰ,2
정주고등학교,영어,2
정주고등학교,확률과 통계,1
정주고등학교,미적분,1
정주고등학교,수학Ⅰ,2
정주고등학교,수학,1
정주고등학교,문학,1
정주고등학교,화법과 작문,2
정주고등학교,기술·가정,1
줄포자동차공업고등학교,실용 수학,1
줄포자동차공업고등학교,통합사회,1
줄포자동차공업고등학교,실용 국어,1
줄포자동차공업고등학교,물리학Ⅰ,1
줄포자동차공업고등학교,스포츠 생활,1
줄포자동차공업고등학교,미래자동차정비,2
줄포자동차공업고등학교,진로와 직업,1
줄포자동차공업고등학교,기타특수,1
줄포자동차공업고등학교,비즈니스 영어,1
줄포자동차공업고등학교,자동차 차체 정비,2
줄포자동차공업고등학교,자동차 도장,2
줄포자동차공업고등학교,보건,1
진경여자고등학교,서양 조리,1
진경여자고등학교,한국 조리,1
진경여자고등학교,네일 미용,1
진경여자고등학교,메이크업,1
진경여자고등학교,피부 미용,2
진경여자고등학교,헤어 미용,2
진경여자고등학교,수출입 관리,1
진경여자고등학교,회계 실무,1
진경여자고등학교,사무 행정,1
진경여자고등학교,기업 자원 통합 관리,2
진경여자고등학교,종교학,1
진경여자고등학교,제빵,2
진경여자고등학교,운동과 건강,1
진경여자고등학교,미술,1
진경여자고등학교,기술·가정,1
진경여자고등학교,일본어Ⅰ,1
진경여자고등학교,문학,1
진경여자고등학교,수학,1
진경여자고등학교,영어,1
진경여자고등학교,영어 회화,1
진경여자고등학교,한국사,1
진경여자고등학교,통합사회,1
진경여자고등학교,국어,1
진경여자고등학교,체육,1
진경여자고등학교,통합과학,1
한국기술부사관고등학교,체육,2
한국기술부사관고등학교,통합과학,1
한국기술부사관고등학교,통합사회,2
한국기술부사관고등학교,한국사,2
한국기술부사관고등학교,영어,1
한국기술부사관고등학교,수학,1
한국기술부사관고등학교,국어,1
한국기술부사관고등학교,통신장비운용,1
한국기술부사관고등학교,항공 드론,1
한국기술부사관고등학교,전자 제품 생산,2
한국기술부사관고등학교,자동 제어 기기 제작,1
한국기술부사관고등학교,내선 공사,3
한국기술부사관고등학교,이산화탄소·가스 메탈 아크 용접,1
한국기술부사관고등학교,컴퓨터 활용 생산,2
한국기술부사관고등학교,선반 가공,1
한국기술부사관고등학교,기계요소 설계,1
한국기술부사관고등학교,자동차 일반,1
한국기술부사관고등학교,기계 제도,1
한국기술부사관고등학교,특수건설장비,1
한국기술부사관고등학교,논술,1
한국기술부사관고등학교,보건,1
한국기술부사관고등학교,미술,1
한국기술부사관고등학교,음악,1
진안제일고등학교,한국사,1
진안제일고등학교,영어 독해와 작문,1
진안제일고등학교,사회·문화,1
진안제일고등학교,통합과학,1
진안제일고등학교,생명과학Ⅰ,1
진안제일고등학교,운동과 건강,1
진안제일고등학교,보건,1
진안제일고등학교,진로와 직업,1
진안제일고등학교,영어Ⅰ,1
진안제일고등학교,확률과 통계,1
진안제일고등학교,수학Ⅰ,1
진안제일고등학교,수학,1
진안제일고등학교,언어와 매체,1
진안제일고등학교,기타특수,1
진안제일고등학교,국어,1
진안제일고등학교,일본어Ⅰ,1
칠보고등학교,자동 제어 시스템 운영,1
칠보고등학교,국어,1
칠보고등학교,영어 회화,1
칠보고등학교,통합과학,1
칠보고등학교,내선 공사,2
칠보고등학교,자동 제어 시스템 유지 정비,1
칠보고등학교,체육,1
태인고등학교,가정과학,1
태인고등학교,보건,1
태인고등학교,수학,1
태인고등학교,수학Ⅰ,1
태인고등학교,영어Ⅰ,1
태인고등학교,영어Ⅱ,1
태인고등학교,한국사,1
태인고등학교,화법과 작문,1
태인고등학교,문학,1
태인고등학교,도덕,1
태인고등학교,통합사회,1
태인고등학교,생명과학Ⅰ,1
태인고등학교,체육,1
태인고등학교,음악,1
푸른꿈고등학교,음악,1
푸른꿈고등학교,한문Ⅰ,1
푸른꿈고등학교,미술 창작,1
푸른꿈고등학교,문해,1
푸른꿈고등학교,환경,1
푸른꿈고등학교,노작활동,1
푸른꿈고등학교,일본어Ⅰ,1
푸른꿈고등학교,수학Ⅰ,1
푸른꿈고등학교,영어Ⅰ,1
푸른꿈고등학교,한국사,1
푸른꿈고등학교,통합사회,1
푸른꿈고등학교,통합과학,1
푸른꿈고등학교,체육,1
푸른꿈고등학교,국어,1
글로벌학산고등학교,실용 국어,1
글로벌학산고등학교,국어,1
글로벌학산고등학교,보건 간호,1
글로벌학산고등학교,간호의 기초,1
글로벌학산고등학교,창업 일반,1
글로벌학산고등학교,인공지능 기초,1
글로벌학산고등학교,정보 처리와 관리,1
글로벌학산고등학교,바리스타,1
글로벌학산고등학교,서양 조리,1
글로벌학산고등학교,한국 조리,1
글로벌학산고등학교,피부 미용,1
글로벌학산고등학교,제빵,1
글로벌학산고등학교,헤어 미용,1
글로벌학산고등학교,관광 영어,1
글로벌학산고등학교,방송 콘텐츠 제작,1
글로벌학산고등학교,시각 디자인,1
글로벌학산고등학교,중국어Ⅰ,1
글로벌학산고등학교,정보,1
글로벌학산고등학교,색채 관리,1
글로벌학산고등학교,음악,1
글로벌학산고등학교,운동과 건강,1
글로벌학산고등학교,체육,1
글로벌학산고등학교,통합과학,1
글로벌학산고등학교,통합사회,1
글로벌학산고등학교,한국사,1
글로벌학산고등학교,인체 구조와 기능,1
글로벌학산고등학교,영어Ⅰ,1
글로벌학산고등학교,영어,1
글로벌학산고등학교,실용 수학,1
글로벌학산고등학교,수학,1
한국전통문화고등학교,국악 합주Ⅰ,1
한국전통문화고등학교,미술전공실기Ⅱ,2
한국전통문화고등학교,공예,1
한국전통문화고등학교,미술 전공 실기,2
한국전통문화고등학교,운동과 건강,1
한국전통문화고등학교,생명과학Ⅰ,1
한국전통문화고등학교,통합과학,1
한국전통문화고등학교,사회·문화,1
한국전통문화고등학교,통합사회,1
한국전통문화고등학교,한국사,1
한국전통문화고등학교,영어Ⅱ,1
한국전통문화고등학교,영어Ⅰ,1
한국전통문화고등학교,영어,1
한국전통문화고등학교,수학Ⅰ,1
한국전통문화고등학교,문학,1
한국전통문화고등학교,화법과 작문,1
한국전통문화고등학교,국어,1
한국전통문화고등학교,제빵,1
한국전통문화고등학교,서양 조리,1
한국전통문화고등학교,한국 조리,1
한국전통문화고등학교,일본어Ⅰ,1
한국전통문화고등학교,진로와 직업,1
한국전통문화고등학교,보건,1
한국전통문화고등학교,국악 합창,2
한국경마축산고등학교,재활승마 실무,1
한국경마축산고등학교,말조련과 승마지도,3
한국경마축산고등학교,말관리 Ⅲ,1
한국경마축산고등학교,말관리 Ⅰ,1
한국경마축산고등학교,성공적인 직업생활,1
한국경마축산고등학교,말 육성 관리,2
한국경마축산고등학교,생명과학Ⅰ,1
한국경마축산고등학교,통합사회,1
한국경마축산고등학교,실용 영어,1
한국경마축산고등학교,수학,1
한국경마축산고등학교,실용 국어,1
한국경마축산고등학교,보건,1
한별고등학교,보건,1
한별고등학교,국어,2
한별고등학교,미술,1
한별고등학교,음악,1
한별고등학교,운동과 건강,1
한별고등학교,체육,1
한별고등학교,생활과 과학,1
한별고등학교,생명과학Ⅱ,1
한별고등학교,기타특수,1
한별고등학교,중국어Ⅰ,1
한별고등학교,일본어Ⅰ,1
한별고등학교,진로와 직업,1
한별고등학교,지구과학Ⅰ,1
한별고등학교,화학Ⅰ,1
한별고등학교,통합과학,1
한별고등학교,고전과 윤리,1
한별고등학교,사회문제 탐구,1
한별고등학교,생활과 윤리,1
한별고등학교,사회·문화,1
한별고등학교,한국지리,1
한별고등학교,한국사,1
한별고등학교,영어Ⅱ,2
한별고등학교,영어Ⅰ,2
한별고등학교,영어,1
한별고등학교,확률과 통계,2
한별고등학교,수학Ⅰ,1
한별고등학교,수학,2
한별고등학교,문학,1
한별고등학교,화법과 작문,2
한별고등학교,미술 창작,1
함열고등학교,영어Ⅱ,1
함열고등학교,확률과 통계,1
함열고등학교,독서,1
함열고등학교,기타특수,1
함열고등학교,한국사,1
함열고등학교,스포츠 생활,1
함열고등학교,통합과학,1
함열고등학교,과학,1
함열고등학교,통합사회,1
함열고등학교,보건,1
함열여자고등학교,통합사회,1
함열여자고등학교,생활과 과학,1
함열여자고등학교,화학Ⅰ,1
함열여자고등학교,통합과학,2
함열여자고등학교,윤리와 사상,1
함열여자고등학교,사회·문화,1
함열여자고등학교,보건 간호,1
함열여자고등학교,간호의 기초,2
함열여자고등학교,일본어Ⅰ,1
함열여자고등학교,진로와 직업,1
함열여자고등학교,기술·가정,1
함열여자고등학교,미술,1
함열여자고등학교,음악,1
함열여자고등학교,운동과 건강,1
함열여자고등학교,체육,1
함열여자고등학교,국어,2
함열여자고등학교,화법과 작문,1
함열여자고등학교,문학,1
함열여자고등학교,수학,1
함열여자고등학교,수학Ⅰ,2
함열여자고등학교,미적분,1
함열여자고등학교,영어,2
함열여자고등학교,영어 회화,1
함열여자고등학교,영어Ⅰ,1
함열여자고등학교,한국사,1
함열여자고등학교,영어 독해와 작문,1
해리고등학교,문학,1
해리고등학교,기타특수,1
해리고등학교,수학Ⅰ,1
해리고등학교,영어,1
해리고등학교,국어,1
해리고등학교,경제,1
해리고등학교,생명과학Ⅰ,1
해리고등학교,체육,1
해리고등학교,한국사,1
호남고등학교,영어,2
호남고등학교,확률과 통계,1
호남고등학교,미적분,1
호남고등학교,수학Ⅰ,2
호남고등학교,수학,2
호남고등학교,문학,2
호남고등학교,화법과 작문,2
호남고등학교,한국사,1
호남고등학교,국어,1
호남고등학교,수학과제 탐구,1
호남고등학교,한문Ⅰ,1
호남고등학교,일본어Ⅱ,1
호남고등학교,중국어Ⅰ,1
호남고등학교,보건,1
호남고등학교,미술,1
호남고등학교,음악,1
호남고등학교,운동과 건강,1
호남고등학교,체육,1
호남고등학교,지구과학Ⅰ,1
호남고등학교,생명과학Ⅰ,1
호남고등학교,화학Ⅰ,1
호남고등학교,물리학Ⅰ,1
호남고등학교,통합과학,2
호남고등학교,생활과 윤리,1
호남고등학교,사회·문화,1
호남고등학교,정치와 법,1
호남고등학교,동아시아사,1
호남고등학교,한국지리,2
호남고등학교,한국사,2
호남고등학교,영어 독해와 작문,2
호남고등학교,영어Ⅰ,2
호남제일고등학교,일본어Ⅰ,1
호남제일고등학교,기하,1
호남제일고등학교,정보,1
호남제일고등학교,음악 감상과 비평,1
호남제일고등학교,미술,1
호남제일고등학교,음악,1
호남제일고등학교,고전과 윤리,1
호남제일고등학교,생활과 윤리,1
호남제일고등학교,사회·문화,1
호남제일고등학교,한국지리,1
호남제일고등학교,통합사회,2
호남제일고등학교,체육,2
호남제일고등학교,지구과학Ⅱ,1
호남제일고등학교,생명과학Ⅱ,1
호남제일고등학교,화학Ⅱ,1
호남제일고등학교,지구과학Ⅰ,1
호남제일고등학교,생명과학Ⅰ,1
호남제일고등학교,화학Ⅰ,1
호남제일고등학교,물리학Ⅰ,1
호남제일고등학교,통합과학,2
호남제일고등학교,사회 과제 연구,1
호남제일고등학교,운동과 건강,1
호남제일고등학교,수학Ⅰ,2
호남제일고등학교,수학,3
호남제일고등학교,언어와 매체,1
호남제일고등학교,독서,3
호남제일고등학교,화법과 작문,2
호남제일고등학교,국어,3
호남제일고등학교,수학Ⅱ,2
호남제일고등학교,한국사,3
호남제일고등학교,영어 독해와 작문,4
호남제일고등학교,영어Ⅰ,2
호남제일고등학교,영어,3
호남제일고등학교,심화 수학Ⅰ,1
호남제일고등학교,수학과제 탐구,1
호남제일고등학교,보건,1
전주제일고등학교,국어,3
전주제일고등학교,지구과학Ⅰ,3
전주제일고등학교,생명과학Ⅱ,1
전주제일고등학교,체육,2
전주제일고등학교,운동과 건강,1
전주제일고등학교,음악,2
전주제일고등학교,미술,2
전주제일고등학교,가정과학,1
전주제일고등학교,일본어Ⅰ,1
전주제일고등학교,중국 문화,1
전주제일고등학교,생활과 한문,1
전주제일고등학교,진로연구,1
전주제일고등학교,기타특수,2
전주제일고등학교,수학,3
전주제일고등학교,수학Ⅰ,2
전주제일고등학교,확률과 통계,1
전주제일고등학교,기하,1
전주제일고등학교,경제 수학,3
전주제일고등학교,영어,3
전주제일고등학교,영어Ⅰ,2
전주제일고등학교,생명과학Ⅰ,1
전주제일고등학교,화법과 작문,4
전주제일고등학교,문학,3
전주제일고등학교,영어 독해와 작문,4
전주제일고등학교,한국사,3
전주제일고등학교,통합사회,3
전주제일고등학교,한국지리,1
전주제일고등학교,정치와 법,1
전주제일고등학교,화학Ⅰ,1
전주제일고등학교,과학탐구실험,1
전주제일고등학교,통합과학,3
전주제일고등학교,윤리와 사상,2
한국마사고등학교,말산업영어,1
한국마사고등학교,확률과 통계,1
한국마사고등학교,화법과 작문,1
한국마사고등학교,진로와 직업,1
한국마사고등학교,통합사회,1
한국마사고등학교,장제,1
한국마사고등학교,재활승마,1
한국마사고등학교,체육,1
한국마사고등학교,통합과학,1
한국마사고등학교,마술학Ⅲ,1
한국게임과학고등학교,컴퓨터 그래픽,1
한국게임과학고등학교,광고 콘텐츠 제작,1
한국게임과학고등학교,응용 프로그래밍 개발,1
한국게임과학고등학교,응용 프로그래밍 화면 구현,1
한국게임과학고등학교,게임 기획,1
한국게임과학고등학교,게임 디자인,1
한국게임과학고등학교,게임 프로그래밍,1
한국게임과학고등학교,성공적인 직업생활,1
한국게임과학고등학교,지식 재산 일반,1
한국게임과학고등학교,미술,1
한국게임과학고등학교,체육,1
한국게임과학고등학교,영상편집,1
한국게임과학고등학교,한국사,1
한국게임과학고등학교,e스포츠 실습,1
한국게임과학고등학교,수학,1
한국게임과학고등학교,통합과학,1
한국게임과학고등학교,통합사회,1
한국게임과학고등학교,영어,1
전북외국어고등학교,중국 문화,1
전북외국어고등학교,중국어 독해와 작문Ⅰ,1
전북외국어고등학교,전공 기초 중국어,1
전북외국어고등학교,스페인어권 문화,1
전북외국어고등학교,스페인어 독해와 작문Ⅰ,1
전북외국어고등학교,전공 기초 스페인어,1
전북외국어고등학교,프랑스어권 문화,1
전북외국어고등학교,프랑스어 독해와 작문Ⅰ,1
전북외국어고등학교,독일어 독해와 작문Ⅰ,1
전북외국어고등학교,전공 기초 독일어,1
전북외국어고등학교,확률과 통계,1
전북외국어고등학교,수학Ⅰ,2
전북외국어고등학교,수학,2
전북외국어고등학교,문학,2
전북외국어고등학교,독서,2
전북외국어고등학교,국어,2
전북외국어고등학교,심화 영어 작문Ⅰ,2
전북외국어고등학교,심화 영어 회화Ⅱ,2
전북외국어고등학교,심화 영어 회화Ⅰ,3
전북외국어고등학교,심리학,2
전북외국어고등학교,보건,1
전북외국어고등학교,미술 창작,1
전북외국어고등학교,음악,1
전북외국어고등학교,운동과 건강,1
전북외국어고등학교,체육,2
전북외국어고등학교,영미 문학 읽기,1
전북외국어고등학교,영어,2
전북외국어고등학교,생명과학Ⅰ,1
전북외국어고등학교,통합과학,2
전북외국어고등학교,고전과 윤리,1
전북외국어고등학교,사회문제 탐구,1
전북외국어고등학교,통합사회,3
전북외국어고등학교,한국사,2
전북외국어고등학교,일본 문화,1
전북외국어고등학교,일본어 독해와 작문Ⅰ,1
전북외국어고등학교,전공 기초 일본어,1
지평선고등학교,수학,1
지평선고등학교,수학Ⅰ,1
지평선고등학교,영어,1
지평선고등학교,한국사,1
지평선고등학교,통합사회,1
지평선고등학교,통합과학,2
지평선고등학교,국어,2
지평선고등학교,미술,1
지평선고등학교,환경,1
지평선고등학교,마음공부,1
지평선고등학교,진로와 직업,1
지평선고등학교,인문학적 상상여행,2
지평선고등학교,체육,1
한국한방고등학교,국어,1
한국한방고등학교,문학,1
한국한방고등학교,수학,1
한국한방고등학교,수학Ⅰ,1
한국한방고등학교,영어Ⅰ,1
한국한방고등학교,실용 영어,1
한국한방고등학교,통합사회,1
한국한방고등학교,통합과학,1
한국한방고등학교,간호의 기초,1
한국한방고등학교,기초 간호 임상 실무,1
한국한방고등학교,요양지원,1
한국한방고등학교,건강 기능 식품 가공,1
한국한방고등학교,버섯 재배,1
한국한방고등학교,전특작 재배,1
양현고등학교,기타특수,1
양현고등학교,화법과 작문,2
양현고등학교,논술,1
양현고등학교,심리학,1
양현고등학교,일본어Ⅱ,1
양현고등학교,중국어Ⅰ,1
양현고등학교,일본어Ⅰ,1
양현고등학교,가정과학,1
양현고등학교,기술·가정,1
양현고등학교,미술 감상과 비평,1
양현고등학교,미술 창작,1
양현고등학교,음악 감상과 비평,1
양현고등학교,스포츠 생활,1
양현고등학교,운동과 건강,1
양현고등학교,체육,1
양현고등학교,지구과학Ⅱ,1
양현고등학교,생명과학Ⅱ,1
양현고등학교,화학Ⅱ,1
양현고등학교,물리학Ⅱ,1
양현고등학교,지구과학Ⅰ,1
양현고등학교,생명과학Ⅰ,1
양현고등학교,화학Ⅰ,1
양현고등학교,물리학Ⅰ,1
양현고등학교,통합과학,3
양현고등학교,윤리와 사상,1
양현고등학교,국어,3
양현고등학교,사회·문화,1
양현고등학교,정치와 법,1
양현고등학교,세계사,1
양현고등학교,세계지리,1
양현고등학교,통합사회,2
양현고등학교,한국사,1
