과목명,학교명,학년
전자기와 양자,남원서진여고등학교,3학년
화학 반응의 세계,남원서진여고등학교,3학년
생물의 유전,남원서진여고등학교,3학년
행성우주과학,남원서진여고등학교,3학년
주제 탐구 독서,남원서진여고등학교,3학년
문학과 영상,남원서진여고등학교,3학년
독서 토론과 글쓰기,남원서진여고등학교,3학년
기하,남원서진여고등학교,3학년
미적분Ⅱ,남원서진여고등학교,3학년
인공지능 수학,남원서진여고등학교,3학년
수학과 문화,남원서진여고등학교,3학년
실용 통계,남원서진여고등학교,3학년
수학과제 탐구,남원서진여고등학교,3학년
영어 독해와 작문,남원서진여고등학교,3학년
영어 발표와 토론,남원서진여고등학교,3학년
심화 영어,남원서진여고등학교,3학년
미디어 영어,남원서진여고등학교,3학년
세계 문화와 영어,남원서진여고등학교,3학년
정치,남원서진여고등학교,3학년
여행지리,남원서진여고등학교,3학년
역사로 탐구하는 현대 세계,남원서진여고등학교,3학년
윤리문제 탐구,남원서진여고등학교,3학년
과학의 역사와 문화,남원서진여고등학교,3학년
기후변화와 환경생태,남원서진여고등학교,3학년
진로와 직업,남원서진여고등학교,3학년
인간과 심리,남원서진여고등학교,3학년
교육의 이해,남원서진여고등학교,3학년
보건,남원서진여고등학교,3학년
논술,남원서진여고등학교,3학년
진로와 직업,남원서진여고등학교,3학년
인간과 심리,남원서진여고등학교,3학년
교육의 이해,남원서진여고등학교,3학년
보건,남원서진여고등학교,3학년
논술,남원서진여고등학교,3학년
음악과 미디어,남원서진여고등학교,3학년
미술과 매체,남원서진여고등학교,3학년
중국어 회화,남원서진여고등학교,3학년
일본어 회화,남원서진여고등학교,3학년
독서와 작문,남원여고등학교,3학년
기하,남원여고등학교,3학년
미적분Ⅱ,남원여고등학교,3학년
경제 수학,남원여고등학교,3학년
영미 문학 읽기,남원여고등학교,3학년
영어 발표와 토론,남원여고등학교,3학년
심화 영어,남원여고등학교,3학년
심화 영어 독해와 작문,남원여고등학교,3학년
스포츠 생활1,남원여고등학교,3학년
문학과 영상,남원여고등학교,3학년
수학과 문화,남원여고등학교,3학년
실용 통계,남원여고등학교,3학년
수학과제 탐구,남원여고등학교,3학년
실생활 영어 회화,남원여고등학교,3학년
미디어 영어,남원여고등학교,3학년
세계 문화와 영어,남원여고등학교,3학년
스포츠 생활2,남원여고등학교,3학년
확률과 통계,남원여고등학교,3학년
도시의 미래 탐구,남원여고등학교,3학년
역사로 탐구하는 현대 세계,남원여고등학교,3학년
사회문제 탐구,남원여고등학교,3학년
윤리문제 탐구,남원여고등학교,3학년
전자기와 양자,남원여고등학교,3학년
화학 반응의 세계,남원여고등학교,3학년
생물의 유전,남원여고등학교,3학년
행성우주과학,남원여고등학교,3학년
인문학과 윤리,남원여고등학교,3학년
여행지리,남원여고등학교,3학년
금융과 경제생활,남원여고등학교,3학년
기후변화와 지속가능한 세계,남원여고등학교,3학년
과학의 역사와 문화,남원여고등학교,3학년
기후변화와 환경생태,남원여고등학교,3학년
융합과학 탐구,남원여고등학교,3학년
창의 공학 설계,남원여고등학교,3학년
인공지능 기초,남원여고등학교,3학년
중국어 회화,남원여고등학교,3학년
일본어 회화,남원여고등학교,3학년
창의 공학 설계,남원여고등학교,3학년
인공지능 기초,남원여고등학교,3학년
중국어 회화,남원여고등학교,3학년
일본어 회화,남원여고등학교,3학년
스포츠 생활1,덕암고등학교,3학년
스포츠 생활2,덕암고등학교,3학년
미술 감상과 비평,덕암고등학교,3학년
진로와 직업,덕암고등학교,3학년
생태와 환경,덕암고등학교,3학년
보건,덕암고등학교,3학년
논술,덕암고등학교,3학년
영화 감상과 비평,덕암고등학교,3학년
화법과 언어,덕암고등학교,3학년
미적분Ⅱ,덕암고등학교,3학년
경제 수학,덕암고등학교,3학년
영어 독해와 작문,덕암고등학교,3학년
음악 연주와 창작,덕암고등학교,3학년
미술 창작,덕암고등학교,3학년
도시의 미래 탐구,덕암고등학교,3학년
인문학과 윤리,덕암고등학교,3학년
국제 관계의 이해,덕암고등학교,3학년
여행지리,덕암고등학교,3학년
역사로 탐구하는 현대 세계,덕암고등학교,3학년
역학과 에너지,덕암고등학교,3학년
물질과 에너지,덕암고등학교,3학년
세포와 물질대사,덕암고등학교,3학년
지구시스템과학,덕암고등학교,3학년
문학과 영상,덕암고등학교,3학년
수학과 문화,덕암고등학교,3학년
세계 문화와 영어,덕암고등학교,3학년
사회문제 탐구,덕암고등학교,3학년
금융과 경제생활,덕암고등학교,3학년
윤리문제 탐구,덕암고등학교,3학년
기후변화와 지속가능한 세계,덕암고등학교,3학년
전자기와 양자,덕암고등학교,3학년
화학 반응의 세계,덕암고등학교,3학년
생물의 유전,덕암고등학교,3학년
행성우주과학,덕암고등학교,3학년
과학의 역사와 문화,덕암고등학교,3학년
기후변화와 환경생태,덕암고등학교,3학년
융합과학 탐구,덕암고등학교,3학년
전문 수학,덕암고등학교,3학년
스포츠 문화,동국사대부금산고등학교,3학년
스포츠 과학,동국사대부금산고등학교,3학년
일본어,동국사대부금산고등학교,3학년
생태와 환경,동국사대부금산고등학교,3학년
논리와 사고,동국사대부금산고등학교,3학년
삶과 종교,동국사대부금산고등학교,3학년
보건,동국사대부금산고등학교,3학년
인간과 경제활동,동국사대부금산고등학교,3학년
독서와 작문,동국사대부금산고등학교,3학년
매체 의사소통,동국사대부금산고등학교,3학년
확률과 통계,동국사대부금산고등학교,3학년
실용 통계,동국사대부금산고등학교,3학년
심화 영어,동국사대부금산고등학교,3학년
심화 영어 독해와 작문,동국사대부금산고등학교,3학년
윤리와 사상,동국사대부금산고등학교,3학년
인문학과 윤리,동국사대부금산고등학교,3학년
여행지리,동국사대부금산고등학교,3학년
전자기와 양자,동국사대부금산고등학교,3학년
화학 반응의 세계,동국사대부금산고등학교,3학년
생물의 유전,동국사대부금산고등학교,3학년
행성우주과학,동국사대부금산고등학교,3학년
일본어 회화,동국사대부금산고등학교,3학년
진로와 직업,동국사대부금산고등학교,3학년
인간과 철학,동국사대부금산고등학교,3학년
인간과 심리,동국사대부금산고등학교,3학년
교육의 이해,동국사대부금산고등학교,3학년
주제 탐구 독서,동국사대부금산고등학교,3학년
언어생활 탐구,동국사대부금산고등학교,3학년
수학과 문화,동국사대부금산고등학교,3학년
수학과제 탐구,동국사대부금산고등학교,3학년
영어 발표와 토론,동국사대부금산고등학교,3학년
미디어 영어,동국사대부금산고등학교,3학년
국제 관계의 이해,동국사대부금산고등학교,3학년
사회문제 탐구,동국사대부금산고등학교,3학년
금융과 경제생활,동국사대부금산고등학교,3학년
윤리문제 탐구,동국사대부금산고등학교,3학년
과학의 역사와 문화,동국사대부금산고등학교,3학년
기후변화와 환경생태,동국사대부금산고등학교,3학년
융합과학 탐구,동국사대부금산고등학교,3학년
독서와 작문,배영고등학교,3학년
문학과 영상,배영고등학교,3학년
확률과 통계,배영고등학교,3학년
인공지능 수학,배영고등학교,3학년
심화 영어,배영고등학교,3학년
스포츠 생활1,배영고등학교,3학년
스포츠 생활2,배영고등학교,3학년
인간과 경제활동,배영고등학교,3학년
주제 탐구 독서,배영고등학교,3학년
독서 토론과 글쓰기,배영고등학교,3학년
미적분Ⅱ,배영고등학교,3학년
실용 통계,배영고등학교,3학년
매체 의사소통,배영고등학교,3학년
언어생활 탐구,배영고등학교,3학년
기하,배영고등학교,3학년
경제 수학,배영고등학교,3학년
영어 독해와 작문,배영고등학교,3학년
미디어 영어,배영고등학교,3학년
세계 문화와 영어,배영고등학교,3학년
인문학과 윤리,배영고등학교,3학년
금융과 경제생활,배영고등학교,3학년
세포와 물질대사,배영고등학교,3학년
과학의 역사와 문화,배영고등학교,3학년
윤리문제 탐구,배영고등학교,3학년
기후변화와 지속가능한 세계,배영고등학교,3학년
기후변화와 환경생태,배영고등학교,3학년
융합과학 탐구,배영고등학교,3학년
생태와 환경,배영고등학교,3학년
인간과 철학,배영고등학교,3학년
논리와 사고,배영고등학교,3학년
인간과 심리,배영고등학교,3학년
진로와 직업,배영고등학교,3학년
교육의 이해,배영고등학교,3학년
삶과 종교,배영고등학교,3학년
스포츠 생활1,서영여고등학교,3학년
스포츠 생활2,서영여고등학교,3학년
독서와 작문,서영여고등학교,3학년
주제 탐구 독서,서영여고등학교,3학년
직무 의사소통,서영여고등학교,3학년
미적분Ⅱ,서영여고등학교,3학년
수학과제 탐구,서영여고등학교,3학년
영어 독해와 작문,서영여고등학교,3학년
영미 문학 읽기,서영여고등학교,3학년
영어 발표와 토론,서영여고등학교,3학년
심화 영어,서영여고등학교,3학년
도시의 미래 탐구,서영여고등학교,3학년
법과 사회,서영여고등학교,3학년
경제,서영여고등학교,3학년
인문학과 윤리,서영여고등학교,3학년
국제 관계의 이해,서영여고등학교,3학년
역학과 에너지,서영여고등학교,3학년
전자기와 양자,서영여고등학교,3학년
물질과 에너지,서영여고등학교,3학년
화학 반응의 세계,서영여고등학교,3학년
세포와 물질대사,서영여고등학교,3학년
생물의 유전,서영여고등학교,3학년
지구시스템과학,서영여고등학교,3학년
행성우주과학,서영여고등학교,3학년
문학과 영상,서영여고등학교,3학년
독서 토론과 글쓰기,서영여고등학교,3학년
매체 의사소통,서영여고등학교,3학년
언어생활 탐구,서영여고등학교,3학년
수학과 문화,서영여고등학교,3학년
실용 통계,서영여고등학교,3학년
심화 영어 독해와 작문,서영여고등학교,3학년
직무 영어,서영여고등학교,3학년
실생활 영어 회화,서영여고등학교,3학년
미디어 영어,서영여고등학교,3학년
세계 문화와 영어,서영여고등학교,3학년
음악 연주와 창작,서영여고등학교,3학년
음악 감상과 비평,서영여고등학교,3학년
미술 창작,서영여고등학교,3학년
미술 감상과 비평,서영여고등학교,3학년
음악과 미디어,서영여고등학교,3학년
미술과 매체,서영여고등학교,3학년
진로와 직업,서영여고등학교,3학년
생태와 환경,서영여고등학교,3학년
인간과 철학,서영여고등학교,3학년
논리와 사고,서영여고등학교,3학년
인간과 심리,서영여고등학교,3학년
교육의 이해,서영여고등학교,3학년
삶과 종교,서영여고등학교,3학년
보건,서영여고등학교,3학년
인간과 경제활동,서영여고등학교,3학년
논술,서영여고등학교,3학년
음악 연주와 창작,서영여고등학교,3학년
음악 감상과 비평,서영여고등학교,3학년
미술 창작,서영여고등학교,3학년
미술 감상과 비평,서영여고등학교,3학년
음악과 미디어,서영여고등학교,3학년
미술과 매체,서영여고등학교,3학년
진로와 직업,서영여고등학교,3학년
생태와 환경,서영여고등학교,3학년
인간과 철학,서영여고등학교,3학년
논리와 사고,서영여고등학교,3학년
인간과 심리,서영여고등학교,3학년
교육의 이해,서영여고등학교,3학년
삶과 종교,서영여고등학교,3학년
보건,서영여고등학교,3학년
인간과 경제활동,서영여고등학교,3학년
논술,서영여고등학교,3학년
여행지리,서영여고등학교,3학년
역사로 탐구하는 현대 세계,서영여고등학교,3학년
사회문제 탐구,서영여고등학교,3학년
금융과 경제생활,서영여고등학교,3학년
윤리문제 탐구,서영여고등학교,3학년
기후변화와 지속가능한 세계,서영여고등학교,3학년
과학의 역사와 문화,서영여고등학교,3학년
기후변화와 환경생태,서영여고등학교,3학년
융합과학 탐구,서영여고등학교,3학년
운동과 건강,성원고등학교,3학년
스포츠 문화,성원고등학교,3학년
독서와 작문,성원고등학교,3학년
주제 탐구 독서,성원고등학교,3학년
매체 의사소통,성원고등학교,3학년
확률과 통계,성원고등학교,3학년
기하,성원고등학교,3학년
미적분Ⅱ,성원고등학교,3학년
경제 수학,성원고등학교,3학년
수학과 문화,성원고등학교,3학년
수학과제 탐구,성원고등학교,3학년
영어 독해와 작문,성원고등학교,3학년
영어 발표와 토론,성원고등학교,3학년
심화 영어,성원고등학교,3학년
독서와 작문,성원고등학교,3학년
주제 탐구 독서,성원고등학교,3학년
매체 의사소통,성원고등학교,3학년
기하,성원고등학교,3학년
미적분Ⅱ,성원고등학교,3학년
경제 수학,성원고등학교,3학년
수학과 문화,성원고등학교,3학년
수학과제 탐구,성원고등학교,3학년
영어 독해와 작문,성원고등학교,3학년
영어 발표와 토론,성원고등학교,3학년
심화 영어,성원고등학교,3학년
정치,성원고등학교,3학년
법과 사회,성원고등학교,3학년
윤리와 사상,성원고등학교,3학년
여행지리,성원고등학교,3학년
사회문제 탐구,성원고등학교,3학년
역학과 에너지,성원고등학교,3학년
전자기와 양자,성원고등학교,3학년
물질과 에너지,성원고등학교,3학년
화학 반응의 세계,성원고등학교,3학년
세포와 물질대사,성원고등학교,3학년
생물의 유전,성원고등학교,3학년
지구시스템과학,성원고등학교,3학년
행성우주과학,성원고등학교,3학년
소프트웨어와 생활,성원고등학교,3학년
정치,성원고등학교,3학년
법과 사회,성원고등학교,3학년
윤리와 사상,성원고등학교,3학년
여행지리,성원고등학교,3학년
사회문제 탐구,성원고등학교,3학년
역학과 에너지,성원고등학교,3학년
전자기와 양자,성원고등학교,3학년
물질과 에너지,성원고등학교,3학년
화학 반응의 세계,성원고등학교,3학년
세포와 물질대사,성원고등학교,3학년
생물의 유전,성원고등학교,3학년
지구시스템과학,성원고등학교,3학년
행성우주과학,성원고등학교,3학년
진로와 직업,성원고등학교,3학년
생태와 환경,성원고등학교,3학년
인간과 심리,성원고등학교,3학년
교육의 이해,성원고등학교,3학년
보건,성원고등학교,3학년
진로와 직업,성원고등학교,3학년
생태와 환경,성원고등학교,3학년
인간과 심리,성원고등학교,3학년
교육의 이해,성원고등학교,3학년
보건,성원고등학교,3학년
독서와 작문,신태인고등학교,3학년
주제 탐구 독서,신태인고등학교,3학년
확률과 통계,신태인고등학교,3학년
기하,신태인고등학교,3학년
영어 독해와 작문,신태인고등학교,3학년
영어 발표와 토론,신태인고등학교,3학년
스포츠 문화,신태인고등학교,3학년
스포츠 과학,신태인고등학교,3학년
음악 감상과 비평,신태인고등학교,3학년
음악과 미디어,신태인고등학교,3학년
생물의 유전,신태인고등학교,3학년
과학의 역사와 문화,신태인고등학교,3학년
기후변화와 환경생태,신태인고등학교,3학년
인문학과 윤리,신태인고등학교,3학년
사회문제 탐구,신태인고등학교,3학년
인공지능 기초,신태인고등학교,3학년
생태와 환경,신태인고등학교,3학년
인간과 철학,신태인고등학교,3학년
보건,신태인고등학교,3학년
논술,신태인고등학교,3학년
지구시스템과학,신태인고등학교,3학년
융합과학 탐구,신태인고등학교,3학년
생명과학 실험,신태인고등학교,3학년
금융과 경제생활,신태인고등학교,3학년
윤리문제 탐구,신태인고등학교,3학년
진로와 직업,신태인고등학교,3학년
생태와 환경,신태인고등학교,3학년
인간과 철학,신태인고등학교,3학년
보건,신태인고등학교,3학년
인간과 경제활동,신태인고등학교,3학년
논술,신태인고등학교,3학년
화법과 언어,왕신여고등학교,3학년
확률과 통계,왕신여고등학교,3학년
영어 독해와 작문,왕신여고등학교,3학년
운동과 건강,왕신여고등학교,3학년
스포츠 생활1,왕신여고등학교,3학년
생태와 환경,왕신여고등학교,3학년
인간과 철학,왕신여고등학교,3학년
인간과 심리,왕신여고등학교,3학년
삶과 종교,왕신여고등학교,3학년
음악과 미디어,왕신여고등학교,3학년
미술과 매체,왕신여고등학교,3학년
사회문제 탐구,왕신여고등학교,3학년
금융과 경제생활,왕신여고등학교,3학년
윤리문제 탐구,왕신여고등학교,3학년
역학과 에너지,왕신여고등학교,3학년
전자기와 양자,왕신여고등학교,3학년
물질과 에너지,왕신여고등학교,3학년
화학 반응의 세계,왕신여고등학교,3학년
세포와 물질대사,왕신여고등학교,3학년
생물의 유전,왕신여고등학교,3학년
지구시스템과학,왕신여고등학교,3학년
중국어,왕신여고등학교,3학년
일본어,왕신여고등학교,3학년
중국 문화,왕신여고등학교,3학년
일본 문화,왕신여고등학교,3학년
주제 탐구 독서,왕신여고등학교,3학년
문학과 영상,왕신여고등학교,3학년
언어생활 탐구,왕신여고등학교,3학년
기하,왕신여고등학교,3학년
미적분Ⅱ,왕신여고등학교,3학년
수학과제 탐구,왕신여고등학교,3학년
영어 발표와 토론,왕신여고등학교,3학년
미디어 영어,왕신여고등학교,3학년
세계 문화와 영어,왕신여고등학교,3학년
여행지리,왕신여고등학교,3학년
역사로 탐구하는 현대 세계,왕신여고등학교,3학년
과학의 역사와 문화,왕신여고등학교,3학년
기후변화와 환경생태,왕신여고등학교,3학년
융합과학 탐구,왕신여고등학교,3학년
음악 연주와 창작,왕신여고등학교,3학년
음악 감상과 비평,왕신여고등학교,3학년
미술 창작,왕신여고등학교,3학년
미술 감상과 비평,왕신여고등학교,3학년
논리와 사고,왕신여고등학교,3학년
인간과 심리,왕신여고등학교,3학년
인간과 경제활동,왕신여고등학교,3학년
논술,왕신여고등학교,3학년
화법과 언어,인상고등학교,3학년
확률과 통계,인상고등학교,3학년
영어Ⅱ,인상고등학교,3학년
스포츠 생활1,인상고등학교,3학년
스포츠 생활2,인상고등학교,3학년
미적분Ⅱ,인상고등학교,3학년
경제 수학,인상고등학교,3학년
동아시아 역사 기행,인상고등학교,3학년
기후변화와 환경생태,인상고등학교,3학년
세계사,인상고등학교,3학년
인문학과 윤리,인상고등학교,3학년
생물의 유전,인상고등학교,3학년
행성우주과학,인상고등학교,3학년
윤리문제 탐구,인상고등학교,3학년
전자기와 양자,인상고등학교,3학년
생태와 환경,인상고등학교,3학년
논리와 사고,인상고등학교,3학년
인간과 심리,인상고등학교,3학년
논술,인상고등학교,3학년
문학과 영상,인상고등학교,3학년
직무 의사소통,인상고등학교,3학년
실생활 영어 회화,인상고등학교,3학년
미디어 영어,인상고등학교,3학년
음악 감상과 비평,인상고등학교,3학년
미술 감상과 비평,인상고등학교,3학년
음악과 미디어,인상고등학교,3학년
미술과 매체,인상고등학교,3학년
독서와 작문,인월고등학교,3학년
확률과 통계,인월고등학교,3학년
스포츠 문화,인월고등학교,3학년
스포츠 과학,인월고등학교,3학년
음악 연주와 창작,인월고등학교,3학년
음악 감상과 비평,인월고등학교,3학년
생애 설계와 자립,인월고등학교,3학년
주제 탐구 독서,인월고등학교,3학년
문학과 영상,인월고등학교,3학년
직무 의사소통,인월고등학교,3학년
독서 토론과 글쓰기,인월고등학교,3학년
매체 의사소통,인월고등학교,3학년
기하,인월고등학교,3학년
미적분Ⅱ,인월고등학교,3학년
경제 수학,인월고등학교,3학년
인공지능 수학,인월고등학교,3학년
직무 수학,인월고등학교,3학년
수학과 문화,인월고등학교,3학년
실용 통계,인월고등학교,3학년
영미 문학 읽기,인월고등학교,3학년
영어 발표와 토론,인월고등학교,3학년
실생활 영어 회화,인월고등학교,3학년
미디어 영어,인월고등학교,3학년
주제 탐구 독서,인월고등학교,3학년
문학과 영상,인월고등학교,3학년
직무 의사소통,인월고등학교,3학년
매체 의사소통,인월고등학교,3학년
언어생활 탐구,인월고등학교,3학년
기하,인월고등학교,3학년
미적분Ⅱ,인월고등학교,3학년
경제 수학,인월고등학교,3학년
인공지능 수학,인월고등학교,3학년
직무 수학,인월고등학교,3학년
수학과 문화,인월고등학교,3학년
실용 통계,인월고등학교,3학년
영어 독해와 작문,인월고등학교,3학년
영미 문학 읽기,인월고등학교,3학년
영어 발표와 토론,인월고등학교,3학년
직무 영어,인월고등학교,3학년
실생활 영어 회화,인월고등학교,3학년
미디어 영어,인월고등학교,3학년
세계 문화와 영어,인월고등학교,3학년
도시의 미래 탐구,인월고등학교,3학년
동아시아 역사 기행,인월고등학교,3학년
정치,인월고등학교,3학년
법과 사회,인월고등학교,3학년
경제,인월고등학교,3학년
윤리와 사상,인월고등학교,3학년
인문학과 윤리,인월고등학교,3학년
국제 관계의 이해,인월고등학교,3학년
여행지리,인월고등학교,3학년
역사로 탐구하는 현대 세계,인월고등학교,3학년
금융과 경제생활,인월고등학교,3학년
기후변화와 지속가능한 세계,인월고등학교,3학년
역학과 에너지,인월고등학교,3학년
전자기와 양자,인월고등학교,3학년
물질과 에너지,인월고등학교,3학년
화학 반응의 세계,인월고등학교,3학년
세포와 물질대사,인월고등학교,3학년
생물의 유전,인월고등학교,3학년
지구시스템과학,인월고등학교,3학년
행성우주과학,인월고등학교,3학년
과학의 역사와 문화,인월고등학교,3학년
기후변화와 환경생태,인월고등학교,3학년
도시의 미래 탐구,인월고등학교,3학년
동아시아 역사 기행,인월고등학교,3학년
정치,인월고등학교,3학년
법과 사회,인월고등학교,3학년
경제,인월고등학교,3학년
윤리와 사상,인월고등학교,3학년
인문학과 윤리,인월고등학교,3학년
국제 관계의 이해,인월고등학교,3학년
여행지리,인월고등학교,3학년
역사로 탐구하는 현대 세계,인월고등학교,3학년
사회문제 탐구,인월고등학교,3학년
금융과 경제생활,인월고등학교,3학년
윤리문제 탐구,인월고등학교,3학년
기후변화와 지속가능한 세계,인월고등학교,3학년
역학과 에너지,인월고등학교,3학년
전자기와 양자,인월고등학교,3학년
물질과 에너지,인월고등학교,3학년
화학 반응의 세계,인월고등학교,3학년
세포와 물질대사,인월고등학교,3학년
생물의 유전,인월고등학교,3학년
지구시스템과학,인월고등학교,3학년
행성우주과학,인월고등학교,3학년
과학의 역사와 문화,인월고등학교,3학년
기후변화와 환경생태,인월고등학교,3학년
생태와 환경,인월고등학교,3학년
논리와 사고,인월고등학교,3학년
보건,인월고등학교,3학년
주제 탐구 독서,정읍고등학교,3학년
문학과 영상,정읍고등학교,3학년
경제 수학,정읍고등학교,3학년
영어 발표와 토론,정읍고등학교,3학년
심화 영어 독해와 작문,정읍고등학교,3학년
운동과 건강,정읍고등학교,3학년
스포츠 과학,정읍고등학교,3학년
화법과 언어,정읍고등학교,3학년
독서 토론과 글쓰기,정읍고등학교,3학년
확률과 통계,정읍고등학교,3학년
미적분Ⅱ,정읍고등학교,3학년
영어 독해와 작문,정읍고등학교,3학년
심화 영어,정읍고등학교,3학년
한문 고전 읽기,정읍고등학교,3학년
일본 문화,정읍고등학교,3학년
도시의 미래 탐구,정읍고등학교,3학년
경제,정읍고등학교,3학년
윤리와 사상,정읍고등학교,3학년
진로와 직업,정읍고등학교,3학년
생태와 환경,정읍고등학교,3학년
역학과 에너지,정읍고등학교,3학년
화학 반응의 세계,정읍고등학교,3학년
생물의 유전,정읍고등학교,3학년
지구시스템과학,정읍고등학교,3학년
한문 고전 읽기,정읍고등학교,3학년
일본 문화,정읍고등학교,3학년
여행지리,정읍고등학교,3학년
사회문제 탐구,정읍고등학교,3학년
윤리문제 탐구,정읍고등학교,3학년
진로와 직업,정읍고등학교,3학년
생태와 환경,정읍고등학교,3학년
전자기와 양자,정읍고등학교,3학년
화학 반응의 세계,정읍고등학교,3학년
생물의 유전,정읍고등학교,3학년
지구시스템과학,정읍고등학교,3학년
독서와 작문,정읍여고등학교,3학년
확률과 통계,정읍여고등학교,3학년
심화 영어,정읍여고등학교,3학년
스포츠 문화,정읍여고등학교,3학년
스포츠 과학,정읍여고등학교,3학년
독서 토론과 글쓰기,정읍여고등학교,3학년
미적분Ⅱ,정읍여고등학교,3학년
세계 문화와 영어,정읍여고등학교,3학년
조형 탐구,정읍여고등학교,3학년
미술 매체 탐구,정읍여고등학교,3학년
역사로 탐구하는 현대 세계,정읍여고등학교,3학년
사회문제 탐구,정읍여고등학교,3학년
기후변화와 지속가능한 세계,정읍여고등학교,3학년
전자기와 양자,정읍여고등학교,3학년
물질과 에너지,정읍여고등학교,3학년
화학 반응의 세계,정읍여고등학교,3학년
생물의 유전,정읍여고등학교,3학년
지구시스템과학,정읍여고등학교,3학년
행성우주과학,정읍여고등학교,3학년
융합과학 탐구,정읍여고등학교,3학년
생활과학 탐구,정읍여고등학교,3학년
일본 문화,정읍여고등학교,3학년
생태와 환경,정읍여고등학교,3학년
주제 탐구 독서,정읍여고등학교,3학년
언어생활 탐구,정읍여고등학교,3학년
영어 발표와 토론,정읍여고등학교,3학년
미디어 영어,정읍여고등학교,3학년
인공지능 수학,정읍여고등학교,3학년
수학과제 탐구,정읍여고등학교,3학년
여행지리,정읍여고등학교,3학년
금융과 경제생활,정읍여고등학교,3학년
윤리문제 탐구,정읍여고등학교,3학년
과학의 역사와 문화,정읍여고등학교,3학년
기후변화와 환경생태,정읍여고등학교,3학년
지식 재산 일반,정읍여고등학교,3학년
일본 문화,정읍여고등학교,3학년
논술,정읍여고등학교,3학년
스포츠 문화,정주고등학교,3학년
스포츠 과학,정주고등학교,3학년
독서와 작문,정주고등학교,3학년
문학과 영상,정주고등학교,3학년
확률과 통계,정주고등학교,3학년
미적분Ⅱ,정주고등학교,3학년
경제 수학,정주고등학교,3학년
영어 독해와 작문,정주고등학교,3학년
영미 문학 읽기,정주고등학교,3학년
주제 탐구 독서,정주고등학교,3학년
언어생활 탐구,정주고등학교,3학년
기하,정주고등학교,3학년
수학과제 탐구,정주고등학교,3학년
심화 영어,정주고등학교,3학년
세계 문화와 영어,정주고등학교,3학년
한국지리 탐구,정주고등학교,3학년
사회문제 탐구,정주고등학교,3학년
윤리문제 탐구,정주고등학교,3학년
전자기와 양자,정주고등학교,3학년
화학 반응의 세계,정주고등학교,3학년
세포와 물질대사,정주고등학교,3학년
지구시스템과학,정주고등학교,3학년
고급 물리학,정주고등학교,3학년
고급 생명과학,정주고등학교,3학년
도시의 미래 탐구,정주고등학교,3학년
인문학과 윤리,정주고등학교,3학년
금융과 경제생활,정주고등학교,3학년
과학의 역사와 문화,정주고등학교,3학년
기후변화와 환경생태,정주고등학교,3학년
융합과학 탐구,정주고등학교,3학년
생활과학 탐구,정주고등학교,3학년
언어생활과 한자,정주고등학교,3학년
심화 일본어,정주고등학교,3학년
일본어 회화,정주고등학교,3학년
교육의 이해,정주고등학교,3학년
인간과 경제활동,정주고등학교,3학년
공통국어1,글로벌학산고등학교,1학년
공통국어2,글로벌학산고등학교,1학년
공통수학1,글로벌학산고등학교,1학년
공통수학2,글로벌학산고등학교,1학년
공통영어1,글로벌학산고등학교,1학년
공통영어2,글로벌학산고등학교,1학년
통합사회1,글로벌학산고등학교,1학년
통합사회2,글로벌학산고등학교,1학년
한국사1,글로벌학산고등학교,1학년
한국사2,글로벌학산고등학교,1학년
통합과학1,글로벌학산고등학교,1학년
통합과학2,글로벌학산고등학교,1학년
체육1,글로벌학산고등학교,1학년
체육2,글로벌학산고등학교,1학년
정보,글로벌학산고등학교,1학년
공통국어1,김제농생명마이스터고등학교,1학년
공통국어2,김제농생명마이스터고등학교,1학년
공통수학1,김제농생명마이스터고등학교,1학년
공통수학2,김제농생명마이스터고등학교,1학년
공통영어1,김제농생명마이스터고등학교,1학년
공통영어2,김제농생명마이스터고등학교,1학년
한국사1,김제농생명마이스터고등학교,1학년
한국사2,김제농생명마이스터고등학교,1학년
통합과학1,김제농생명마이스터고등학교,1학년
통합과학2,김제농생명마이스터고등학교,1학년
체육1,김제농생명마이스터고등학교,1학년
체육2,김제농생명마이스터고등학교,1학년
공통국어1,남원용성고등학교,1학년
공통국어2,남원용성고등학교,1학년
공통수학1,남원용성고등학교,1학년
공통수학2,남원용성고등학교,1학년
통합사회1,남원용성고등학교,1학년
통합사회2,남원용성고등학교,1학년
통합과학1,남원용성고등학교,1학년
통합과학2,남원용성고등학교,1학년
체육1,남원용성고등학교,1학년
체육2,남원용성고등학교,1학년
음악,남원용성고등학교,1학년
미술,남원용성고등학교,1학년
농업 기초 기술,남원용성고등학교,1학년
농업 이해,남원용성고등학교,1학년
공통국어1,덕암정보고등학교,1학년
공통국어2,덕암정보고등학교,1학년
공통영어1,덕암정보고등학교,1학년
공통영어2,덕암정보고등학교,1학년
통합사회1,덕암정보고등학교,1학년
통합사회2,덕암정보고등학교,1학년
통합과학1,덕암정보고등학교,1학년
통합과학2,덕암정보고등학교,1학년
체육1,덕암정보고등학교,1학년
체육2,덕암정보고등학교,1학년
음악,덕암정보고등학교,1학년
음악 연주와 창작,덕암정보고등학교,1학년
미술 창작,덕암정보고등학교,1학년
미술 감상과 비평,덕암정보고등학교,1학년
한문,덕암정보고등학교,1학년
중국어,덕암정보고등학교,1학년
공통국어1,남원예고등학교,1학년
