과목,과목유형,1학년,2학년,3학년,학교명
공통국어1,공통 과목,1,0,0,만경고
공통국어2,공통 과목,1,0,0,만경고
독서와 작문,일반 선택,0,1,0,만경고
문학,일반 선택,0,1,0,만경고
공통수학1,공통 과목,1,0,0,만경고
공통수학2,공통 과목,1,0,0,만경고
대수,일반 선택,0,1,0,만경고
미적분Ⅰ,일반 선택,0,1,0,만경고
공통영어1,공통 과목,1,0,0,만경고
공통영어2,공통 과목,1,0,0,만경고
영어Ⅰ,일반 선택,0,1,0,만경고
영어Ⅱ,일반 선택,0,1,0,만경고
체육1,일반 선택,1,0,0,만경고
체육2,일반 선택,1,0,0,만경고
스포츠 문화,진로 선택,0,0,1,만경고
스포츠 과학,진로 선택,0,0,1,만경고
스포츠 생활1,융합 선택,0,1,0,만경고
스포츠 생활2,융합 선택,0,1,0,만경고
정보,일반 선택,1,0,0,만경고
중국어,일반 선택,1,0,0,만경고
한국사1,공통 과목,1,0,0,만경고
한국사2,공통 과목,1,0,0,만경고
통합사회1,공통 과목,1,0,0,만경고
통합사회2,공통 과목,1,0,0,만경고
통합과학1,공통 과목,1,0,0,만경고
통합과학2,공통 과목,1,0,0,만경고
과학탐구실험1,공통 과목,1,0,0,만경고
과학탐구실험2,공통 과목,1,0,0,만경고
세계사,일반 선택,0,1,0,만경고
사회와 문화,일반 선택,0,1,0,만경고
현대사회와 윤리,일반 선택,0,1,0,만경고
지구과학,일반 선택,0,1,0,만경고
음악,일반 선택,0,1,0,만경고
미술,일반 선택,0,1,0,만경고
인공지능 기초,진로 선택,0,1,0,만경고
중국어 회화,진로 선택,0,1,0,만경고
진로와 직업,일반 선택,0,1,0,만경고
보건,진로 선택,0,1,0,만경고
세계사,일반 선택,0,1,0,만경고
사회와 문화,일반 선택,0,1,0,만경고
현대사회와 윤리,일반 선택,0,1,0,만경고
생명과학,일반 선택,0,1,0,만경고
음악,일반 선택,0,1,0,만경고
미술,일반 선택,0,1,0,만경고
인공지능 기초,진로 선택,0,1,0,만경고
중국어 회화,진로 선택,0,1,0,만경고
진로와 직업,일반 선택,0,1,0,만경고
보건,진로 선택,0,1,0,만경고
화법과 언어,일반 선택,0,0,1,만경고
문학과 영상,진로 선택,0,0,1,만경고
확률과 통계,일반 선택,0,0,1,만경고
기하,진로 선택,0,0,1,만경고
영어 독해와 작문,일반 선택,0,0,1,만경고
심화 영어,진로 선택,0,0,1,만경고
언어생활 탐구,융합 선택,0,0,1,만경고
미적분Ⅱ,진로 선택,0,0,1,만경고
실생활 영어 회화,융합 선택,0,0,1,만경고
중국 문화,융합 선택,0,0,1,만경고
동아시아 역사 기행,진로 선택,0,0,1,만경고
법과 사회,진로 선택,0,0,1,만경고
윤리와 사상,진로 선택,0,0,1,만경고
세포와 물질대사,진로 선택,0,0,1,만경고
운동과 건강,진로 선택,0,0,1,만경고
음악 감상과 비평,진로 선택,0,0,1,만경고
소프트웨어와 생활,융합 선택,0,0,1,만경고
심화 중국어,진로 선택,0,0,1,만경고
주제 탐구 독서,진로 선택,0,0,1,만경고
직무 의사소통,진로 선택,0,0,1,만경고
경제 수학,진로 선택,0,0,1,만경고
인공지능 수학,진로 선택,0,0,1,만경고
영미 문학 읽기,진로 선택,0,0,1,만경고
직무 영어,진로 선택,0,0,1,만경고
언어생활 탐구,융합 선택,0,0,1,만경고
수학과 문화,융합 선택,0,0,1,만경고
실생활 영어 회화,융합 선택,0,0,1,만경고
데이터 과학,진로 선택,0,0,1,만경고
인문학과 윤리,진로 선택,0,0,1,만경고
역사로 탐구하는 현대 세계,융합 선택,0,0,1,만경고
사회문제 탐구,융합 선택,0,0,1,만경고
지구시스템과학,진로 선택,0,0,1,만경고
운동과 건강,진로 선택,0,0,1,만경고
음악 연주와 창작,진로 선택,0,0,1,만경고
소프트웨어와 생활,융합 선택,0,0,1,만경고
심화 중국어,진로 선택,0,0,1,만경고
공통국어1,공통 과목,1,0,0,만경여고
공통국어2,공통 과목,1,0,0,만경여고
화법과 언어,일반 선택,0,1,0,만경여고
독서와 작문,일반 선택,0,1,0,만경여고
문학,일반 선택,0,0,1,만경여고
직무 의사소통,진로 선택,0,0,1,만경여고
공통수학1,공통 과목,1,0,0,만경여고
공통수학2,공통 과목,1,0,0,만경여고
대수,일반 선택,0,1,0,만경여고
미적분Ⅰ,일반 선택,0,0,1,만경여고
확률과 통계,일반 선택,0,1,0,만경여고
수학과제 탐구,융합 선택,0,0,1,만경여고
공통영어1,공통 과목,1,0,0,만경여고
공통영어2,공통 과목,1,0,0,만경여고
영어Ⅰ,일반 선택,0,1,0,만경여고
영어Ⅱ,일반 선택,0,1,0,만경여고
영어 독해와 작문,일반 선택,0,0,1,만경여고
실생활 영어 회화,융합 선택,0,0,1,만경여고
체육1,일반 선택,1,0,0,만경여고
체육2,일반 선택,1,0,0,만경여고
스포츠 문화,진로 선택,0,0,1,만경여고
스포츠 과학,진로 선택,0,0,1,만경여고
스포츠 생활1,융합 선택,0,1,0,만경여고
스포츠 생활2,융합 선택,0,1,0,만경여고
음악,일반 선택,1,0,0,만경여고
미술,일반 선택,1,0,0,만경여고
음악 연주와 창작,진로 선택,0,1,0,만경여고
음악 감상과 비평,진로 선택,0,0,1,만경여고
미술 감상과 비평,진로 선택,1,0,0,만경여고
음악과 미디어,융합 선택,0,0,1,만경여고
한국사1,공통 과목,1,0,0,만경여고
한국사2,공통 과목,1,0,0,만경여고
통합사회1,공통 과목,1,0,0,만경여고
통합사회2,공통 과목,1,0,0,만경여고
사회와 문화,일반 선택,0,1,0,만경여고
동아시아 역사 기행,진로 선택,0,1,0,만경여고
정치,진로 선택,0,0,1,만경여고
법과 사회,진로 선택,0,1,0,만경여고
경제,진로 선택,0,0,1,만경여고
진로와 직업,일반 선택,0,0,1,만경여고
보건,진로 선택,1,0,0,만경여고
논술,융합 선택,0,0,1,만경여고
통합과학1,공통 과목,1,0,0,만경여고
통합과학2,공통 과목,1,0,0,만경여고
과학탐구실험1,공통 과목,1,0,0,만경여고
과학탐구실험2,공통 과목,1,0,0,만경여고
과학의 역사와 문화,융합 선택,0,0,1,만경여고
융합과학 탐구,융합 선택,0,0,1,만경여고
인체 구조와 기능,전공 일반,0,0,1,만경여고
기술·가정,일반 선택,0,1,0,만경여고
정보,일반 선택,0,1,0,만경여고
인공지능 기초,진로 선택,0,1,0,만경여고
인체 구조와 기능,전공 일반,0,1,0,만경여고
간호의 기초,전공 일반,0,1,0,만경여고
기업과 경영,전공 일반,0,1,0,만경여고
세계시민과 지리,일반 선택,0,1,0,만경여고
세계사,일반 선택,0,1,0,만경여고
여행지리,융합 선택,0,1,0,만경여고
물리학,일반 선택,0,1,0,만경여고
생명과학,일반 선택,0,1,0,만경여고
생물의 유전,진로 선택,0,1,0,만경여고
윤리와 사상,진로 선택,0,0,1,만경여고
인문학과 윤리,진로 선택,0,0,1,만경여고
윤리문제 탐구,융합 선택,0,0,1,만경여고
기초 간호 임상 실무,전공 일반,0,0,1,만경여고
보건 의료 법규,전공 일반,0,0,1,만경여고
영유아 건강⋅안전⋅영양 지도,전공 실무,0,0,1,만경여고
프랑스어,일반 선택,0,0,1,만경여고
중국어,일반 선택,0,0,1,만경여고
일본어,일반 선택,0,0,1,만경여고
인간과 철학,진로 선택,0,0,1,만경여고
인간과 심리,진로 선택,0,0,1,만경여고
교육의 이해,진로 선택,0,0,1,만경여고
공통국어1,공통 과목,1,0,0,군산중앙고
공통국어2,공통 과목,1,0,0,군산중앙고
공통수학1,공통 과목,1,0,0,군산중앙고
공통수학2,공통 과목,1,0,0,군산중앙고
공통영어1,공통 과목,1,0,0,군산중앙고
공통영어2,공통 과목,1,0,0,군산중앙고
체육1,일반 선택,1,0,0,군산중앙고
체육2,일반 선택,1,0,0,군산중앙고
운동과 건강,진로 선택,0,0,1,군산중앙고
스포츠 문화,진로 선택,0,1,0,군산중앙고
스포츠 과학,진로 선택,0,1,0,군산중앙고
스포츠 생활1,융합 선택,0,0,1,군산중앙고
음악,일반 선택,1,0,0,군산중앙고
미술,일반 선택,0,1,0,군산중앙고
음악 감상과 비평,진로 선택,1,0,0,군산중앙고
미술 창작,진로 선택,0,1,0,군산중앙고
한국사1,공통 과목,1,0,0,군산중앙고
한국사2,공통 과목,1,0,0,군산중앙고
통합사회1,공통 과목,1,0,0,군산중앙고
통합사회2,공통 과목,1,0,0,군산중앙고
통합과학1,공통 과목,1,0,0,군산중앙고
통합과학2,공통 과목,1,0,0,군산중앙고
과학탐구실험1,공통 과목,1,0,0,군산중앙고
과학탐구실험2,공통 과목,1,0,0,군산중앙고
문학,일반 선택,0,1,0,군산중앙고
대수,일반 선택,0,1,0,군산중앙고
영어Ⅰ,일반 선택,0,1,0,군산중앙고
정보,일반 선택,0,1,0,군산중앙고
중국어,일반 선택,0,1,0,군산중앙고
일본어,일반 선택,0,1,0,군산중앙고
세계시민과 지리,일반 선택,0,1,0,군산중앙고
사회와 문화,일반 선택,0,1,0,군산중앙고
현대사회와 윤리,일반 선택,0,1,0,군산중앙고
경제,진로 선택,0,1,0,군산중앙고
생태와 환경,일반 선택,0,1,0,군산중앙고
물리학,일반 선택,0,1,0,군산중앙고
화학,일반 선택,0,1,0,군산중앙고
생명과학,일반 선택,0,1,0,군산중앙고
지구과학,일반 선택,0,1,0,군산중앙고
주제 탐구 독서,진로 선택,0,1,0,군산중앙고
기하,진로 선택,0,1,0,군산중앙고
실생활 영어 회화,융합 선택,0,1,0,군산중앙고
음악 연주와 창작,진로 선택,0,1,0,군산중앙고
사회문제 탐구,융합 선택,0,1,0,군산중앙고
기후변화와 지속가능한 세계,융합 선택,0,1,0,군산중앙고
인간과 심리,진로 선택,0,1,0,군산중앙고
보건,진로 선택,0,1,0,군산중앙고
과학의 역사와 문화,융합 선택,0,1,0,군산중앙고
융합과학 탐구,융합 선택,0,1,0,군산중앙고
화법과 언어,일반 선택,0,1,0,군산중앙고
독서와 작문,일반 선택,0,1,0,군산중앙고
미적분Ⅰ,일반 선택,0,1,0,군산중앙고
확률과 통계,일반 선택,0,1,0,군산중앙고
영어Ⅱ,일반 선택,0,1,0,군산중앙고
정보,일반 선택,0,1,0,군산중앙고
중국어,일반 선택,0,1,0,군산중앙고
일본어,일반 선택,0,1,0,군산중앙고
한국지리 탐구,진로 선택,0,1,0,군산중앙고
법과 사회,진로 선택,0,1,0,군산중앙고
경제,진로 선택,0,1,0,군산중앙고
인문학과 윤리,진로 선택,0,1,0,군산중앙고
생태와 환경,일반 선택,0,1,0,군산중앙고
물리학,일반 선택,0,1,0,군산중앙고
화학,일반 선택,0,1,0,군산중앙고
생명과학,일반 선택,0,1,0,군산중앙고
지구과학,일반 선택,0,1,0,군산중앙고
역학과 에너지,진로 선택,0,1,0,군산중앙고
물질과 에너지,진로 선택,0,1,0,군산중앙고
세포와 물질대사,진로 선택,0,1,0,군산중앙고
지구시스템과학,진로 선택,0,1,0,군산중앙고
주제 탐구 독서,진로 선택,0,1,0,군산중앙고
기하,진로 선택,0,1,0,군산중앙고
세계 문화와 영어,융합 선택,0,1,0,군산중앙고
음악 연주와 창작,진로 선택,0,1,0,군산중앙고
사회문제 탐구,융합 선택,0,1,0,군산중앙고
기후변화와 지속가능한 세계,융합 선택,0,1,0,군산중앙고
인간과 심리,진로 선택,0,1,0,군산중앙고
보건,진로 선택,0,1,0,군산중앙고
과학의 역사와 문화,융합 선택,0,1,0,군산중앙고
융합과학 탐구,융합 선택,0,1,0,군산중앙고
화법과 언어,일반 선택,0,0,1,군산중앙고
독서와 작문,일반 선택,0,0,1,군산중앙고
확률과 통계,일반 선택,0,0,1,군산중앙고
미적분Ⅱ,진로 선택,0,0,1,군산중앙고
인공지능 수학,진로 선택,0,0,1,군산중앙고
영어 독해와 작문,일반 선택,0,0,1,군산중앙고
영미 문학 읽기,진로 선택,0,0,1,군산중앙고
중국어 회화,진로 선택,0,0,1,군산중앙고
일본어 회화,진로 선택,0,0,1,군산중앙고
세계사,일반 선택,0,0,1,군산중앙고
윤리문제 탐구,융합 선택,0,0,1,군산중앙고
논술,융합 선택,0,0,1,군산중앙고
역학과 에너지,진로 선택,0,0,1,군산중앙고
전자기와 양자,진로 선택,0,0,1,군산중앙고
물질과 에너지,진로 선택,0,0,1,군산중앙고
화학 반응의 세계,진로 선택,0,0,1,군산중앙고
세포와 물질대사,진로 선택,0,0,1,군산중앙고
생물의 유전,진로 선택,0,0,1,군산중앙고
지구시스템과학,진로 선택,0,0,1,군산중앙고
행성우주과학,진로 선택,0,0,1,군산중앙고
환경 기술,전공 일반,0,0,1,군산중앙고
언어생활 탐구,융합 선택,0,0,1,군산중앙고
경제 수학,진로 선택,0,0,1,군산중앙고
영어 발표와 토론,진로 선택,0,0,1,군산중앙고
인공지능 기초,진로 선택,0,0,1,군산중앙고
도시의 미래 탐구,진로 선택,0,0,1,군산중앙고
동아시아 역사 기행,진로 선택,0,0,1,군산중앙고
국제 관계의 이해,진로 선택,0,0,1,군산중앙고
진로와 직업,일반 선택,0,0,1,군산중앙고
교육의 이해,진로 선택,0,0,1,군산중앙고
인간과 경제활동,융합 선택,0,0,1,군산중앙고
기후변화와 환경생태,융합 선택,0,0,1,군산중앙고
문학과 영상,진로 선택,0,0,1,군산중앙고
독서 토론과 글쓰기,융합 선택,0,0,1,군산중앙고
인공지능 수학,진로 선택,0,0,1,군산중앙고
수학과제 탐구,융합 선택,0,0,1,군산중앙고
심화 영어,진로 선택,0,0,1,군산중앙고
심화 영어 독해와 작문,진로 선택,0,0,1,군산중앙고
중국 문화,융합 선택,0,0,1,군산중앙고
일본 문화,융합 선택,0,0,1,군산중앙고
세계사,일반 선택,0,0,1,군산중앙고
정치,진로 선택,0,0,1,군산중앙고
윤리와 사상,진로 선택,0,0,1,군산중앙고
논술,융합 선택,0,0,1,군산중앙고
전자기와 양자,진로 선택,0,0,1,군산중앙고
화학 반응의 세계,진로 선택,0,0,1,군산중앙고
생물의 유전,진로 선택,0,0,1,군산중앙고
행성우주과학,진로 선택,0,0,1,군산중앙고
환경 기술,전공 일반,0,0,1,군산중앙고
매체 의사소통,융합 선택,0,0,1,군산중앙고
경제 수학,진로 선택,0,0,1,군산중앙고
미디어 영어,융합 선택,0,0,1,군산중앙고
인공지능 기초,진로 선택,0,0,1,군산중앙고
여행지리,융합 선택,0,0,1,군산중앙고
역사로 탐구하는 현대 세계,융합 선택,0,0,1,군산중앙고
금융과 경제생활,융합 선택,0,0,1,군산중앙고
진로와 직업,일반 선택,0,0,1,군산중앙고
교육의 이해,진로 선택,0,0,1,군산중앙고
기후변화와 환경생태,융합 선택,0,0,1,군산중앙고
공통국어1,공통 과목,1,0,0,김제고
공통국어2,공통 과목,1,0,0,김제고
독서와 작문,일반 선택,0,1,0,김제고
문학,일반 선택,0,1,0,김제고
공통수학1,공통 과목,1,0,0,김제고
공통수학2,공통 과목,1,0,0,김제고
대수,일반 선택,0,1,0,김제고
미적분Ⅰ,일반 선택,0,1,0,김제고
확률과 통계,일반 선택,0,1,0,김제고
공통영어1,공통 과목,1,0,0,김제고
공통영어2,공통 과목,1,0,0,김제고
영어Ⅰ,일반 선택,0,1,0,김제고
영어Ⅱ,일반 선택,0,1,0,김제고
체육1,일반 선택,1,0,0,김제고
체육2,일반 선택,1,0,0,김제고
운동과 건강,진로 선택,0,1,0,김제고
스포츠 문화,진로 선택,0,0,1,김제고
스포츠 과학,진로 선택,0,0,1,김제고
스포츠 생활1,융합 선택,0,1,0,김제고
음악,일반 선택,1,0,0,김제고
미술,일반 선택,1,0,0,김제고
음악 감상과 비평,진로 선택,0,1,0,김제고
미술 감상과 비평,진로 선택,0,1,0,김제고
한국사1,공통 과목,1,0,0,김제고
한국사2,공통 과목,1,0,0,김제고
통합사회1,공통 과목,1,0,0,김제고
통합사회2,공통 과목,1,0,0,김제고
통합과학1,공통 과목,1,0,0,김제고
통합과학2,공통 과목,1,0,0,김제고
과학탐구실험1,공통 과목,1,0,0,김제고
과학탐구실험2,공통 과목,1,0,0,김제고
세계시민과 지리,일반 선택,0,1,0,김제고
세계사,일반 선택,0,1,0,김제고
사회와 문화,일반 선택,0,1,0,김제고
물리학,일반 선택,0,1,0,김제고
화학,일반 선택,0,1,0,김제고
생명과학,일반 선택,0,1,0,김제고
지구과학,일반 선택,0,1,0,김제고
한국지리 탐구,진로 선택,0,1,0,김제고
동아시아 역사 기행,진로 선택,0,1,0,김제고
법과 사회,진로 선택,0,1,0,김제고
역학과 에너지,진로 선택,0,1,0,김제고
물질과 에너지,진로 선택,0,1,0,김제고
세포와 물질대사,진로 선택,0,1,0,김제고
지구시스템과학,진로 선택,0,1,0,김제고
기술·가정,일반 선택,0,1,0,김제고
정보,일반 선택,0,1,0,김제고
화법과 언어,일반 선택,0,0,1,김제고
미적분Ⅱ,진로 선택,0,0,1,김제고
경제 수학,진로 선택,0,0,1,김제고
영어 독해와 작문,일반 선택,0,0,1,김제고
영미 문학 읽기,진로 선택,0,0,1,김제고
주제 탐구 독서,진로 선택,0,0,1,김제고
문학과 영상,진로 선택,0,0,1,김제고
인공지능 수학,진로 선택,0,0,1,김제고
실용 통계,융합 선택,0,0,1,김제고
심화 영어,진로 선택,0,0,1,김제고
심화 영어 독해와 작문,진로 선택,0,0,1,김제고
기하,진로 선택,0,0,1,김제고
윤리와 사상,진로 선택,0,0,1,김제고
여행지리,융합 선택,0,0,1,김제고
금융과 경제생활,융합 선택,0,0,1,김제고
전자기와 양자,진로 선택,0,0,1,김제고
화학 반응의 세계,진로 선택,0,0,1,김제고
생물의 유전,진로 선택,0,0,1,김제고
행성우주과학,진로 선택,0,0,1,김제고
정치,진로 선택,0,0,1,김제고
윤리문제 탐구,융합 선택,0,0,1,김제고
기후변화와 지속가능한 세계,융합 선택,0,0,1,김제고
과학의 역사와 문화,융합 선택,0,0,1,김제고
기후변화와 환경생태,융합 선택,0,0,1,김제고
융합과학 탐구,융합 선택,0,0,1,김제고
생태와 환경,일반 선택,0,0,1,김제고
인간과 심리,진로 선택,0,0,1,김제고
교육의 이해,진로 선택,0,0,1,김제고
보건,진로 선택,0,0,1,김제고
생태와 환경,일반 선택,0,0,1,김제고
인간과 심리,진로 선택,0,0,1,김제고
교육의 이해,진로 선택,0,0,1,김제고
보건,진로 선택,0,0,1,김제고
중국어,일반 선택,0,0,1,김제고
일본어,일반 선택,0,0,1,김제고
한문,일반 선택,0,0,1,김제고
중국어 회화,진로 선택,0,0,1,김제고
일본어 회화,진로 선택,0,0,1,김제고
한문,일반 선택,0,0,1,김제고
언어생활과 한자,융합 선택,0,0,1,김제고
공통국어1,공통 과목,1,0,0,김제서고
공통국어2,공통 과목,1,0,0,김제서고
화법과 언어,일반 선택,0,1,0,김제서고
독서와 작문,일반 선택,0,1,0,김제서고
문학,일반 선택,0,0,1,김제서고
주제 탐구 독서,진로 선택,0,0,1,김제서고
공통수학1,공통 과목,1,0,0,김제서고
공통수학2,공통 과목,1,0,0,김제서고
대수,일반 선택,0,1,0,김제서고
미적분Ⅰ,일반 선택,0,1,0,김제서고
확률과 통계,일반 선택,0,0,1,김제서고
미적분Ⅱ,진로 선택,0,0,1,김제서고
공통영어1,공통 과목,1,0,0,김제서고
공통영어2,공통 과목,1,0,0,김제서고
영어Ⅰ,일반 선택,0,1,0,김제서고
영어Ⅱ,일반 선택,0,1,0,김제서고
영어 독해와 작문,일반 선택,0,0,1,김제서고
심화 영어 독해와 작문,진로 선택,0,0,1,김제서고
체육1,일반 선택,1,0,0,김제서고
체육2,일반 선택,1,0,0,김제서고
운동과 건강,진로 선택,0,1,0,김제서고
스포츠 문화,진로 선택,0,0,1,김제서고
스포츠 생활1,융합 선택,0,1,0,김제서고
스포츠 생활2,융합 선택,0,0,1,김제서고
음악,일반 선택,1,0,0,김제서고
음악 연주와 창작,진로 선택,1,0,0,김제서고
음악 감상과 비평,진로 선택,0,1,0,김제서고
음악과 미디어,융합 선택,0,1,0,김제서고
한문,일반 선택,0,1,0,김제서고
한문 고전 읽기,진로 선택,0,1,0,김제서고
한국사1,공통 과목,1,0,0,김제서고
한국사2,공통 과목,1,0,0,김제서고
통합사회1,공통 과목,1,0,0,김제서고
통합사회2,공통 과목,1,0,0,김제서고
통합과학1,공통 과목,1,0,0,김제서고
통합과학2,공통 과목,1,0,0,김제서고
과학탐구실험1,공통 과목,1,0,0,김제서고
과학탐구실험2,공통 과목,1,0,0,김제서고
화학 반응의 세계,진로 선택,0,0,1,김제서고
과학의 역사와 문화,융합 선택,0,0,1,김제서고
음악 이론,진로 선택,0,0,1,김제서고
음악사,진로 선택,0,0,1,김제서고
세계시민과 지리,일반 선택,0,1,0,김제서고
세계사,일반 선택,0,1,0,김제서고
사회와 문화,일반 선택,0,1,0,김제서고
현대사회와 윤리,일반 선택,0,1,0,김제서고
물리학,일반 선택,0,1,0,김제서고
화학,일반 선택,0,1,0,김제서고
생명과학,일반 선택,0,1,0,김제서고
지구과학,일반 선택,0,1,0,김제서고
동아시아 역사 기행,진로 선택,0,1,0,김제서고
정치,진로 선택,0,1,0,김제서고
법과 사회,진로 선택,0,1,0,김제서고
윤리와 사상,진로 선택,0,1,0,김제서고
물질과 에너지,진로 선택,0,1,0,김제서고
세포와 물질대사,진로 선택,0,1,0,김제서고
생물의 유전,진로 선택,0,1,0,김제서고
행성우주과학,진로 선택,0,1,0,김제서고
진로와 직업,일반 선택,0,0,1,김제서고
생태와 환경,일반 선택,0,0,1,김제서고
인간과 철학,진로 선택,0,0,1,김제서고
인간과 심리,진로 선택,0,0,1,김제서고
교육의 이해,진로 선택,0,0,1,김제서고
보건,진로 선택,0,0,1,김제서고
진로와 직업,일반 선택,0,0,1,김제서고
생태와 환경,일반 선택,0,0,1,김제서고
인간과 철학,진로 선택,0,0,1,김제서고
인간과 심리,진로 선택,0,0,1,김제서고
교육의 이해,진로 선택,0,0,1,김제서고
보건,진로 선택,0,0,1,김제서고
공통국어1,공통 과목,1,0,0,김제여고
공통국어2,공통 과목,1,0,0,김제여고
공통수학1,공통 과목,1,0,0,김제여고
공통수학2,공통 과목,1,0,0,김제여고
공통영어1,공통 과목,1,0,0,김제여고
공통영어2,공통 과목,1,0,0,김제여고
체육1,일반 선택,1,0,0,김제여고
체육2,일반 선택,1,0,0,김제여고
스포츠 문화,진로 선택,0,1,0,김제여고
스포츠 과학,진로 선택,0,1,0,김제여고
스포츠 생활1,융합 선택,0,0,1,김제여고
스포츠 생활2,융합 선택,0,0,1,김제여고
음악 연주와 창작,진로 선택,0,0,1,김제여고
미술 창작,진로 선택,0,0,1,김제여고
한국사1,공통 과목,1,0,0,김제여고
한국사2,공통 과목,1,0,0,김제여고
통합사회1,공통 과목,1,0,0,김제여고
통합사회2,공통 과목,1,0,0,김제여고
통합과학1,공통 과목,1,0,0,김제여고
통합과학2,공통 과목,1,0,0,김제여고
과학탐구실험1,공통 과목,1,0,0,김제여고
과학탐구실험2,공통 과목,1,0,0,김제여고
음악,일반 선택,1,0,0,김제여고
미술,일반 선택,1,0,0,김제여고
음악,일반 선택,1,0,0,김제여고
미술,일반 선택,1,0,0,김제여고
문학,일반 선택,0,1,0,김제여고
주제 탐구 독서,진로 선택,0,1,0,김제여고
대수,일반 선택,0,1,0,김제여고
확률과 통계,일반 선택,0,1,0,김제여고
영어Ⅰ,일반 선택,0,1,0,김제여고
영미 문학 읽기,진로 선택,0,1,0,김제여고
음악 감상과 비평,진로 선택,0,1,0,김제여고
기술·가정,일반 선택,0,1,0,김제여고
중국어,일반 선택,0,1,0,김제여고
일본어,일반 선택,0,1,0,김제여고
한문,일반 선택,0,1,0,김제여고
세계사,일반 선택,0,1,0,김제여고
사회와 문화,일반 선택,0,1,0,김제여고
현대사회와 윤리,일반 선택,0,1,0,김제여고
경제,진로 선택,0,1,0,김제여고
화학,일반 선택,0,1,0,김제여고
생명과학,일반 선택,0,1,0,김제여고
지구과학,일반 선택,0,1,0,김제여고
창업 일반,전공 일반,0,1,0,김제여고
독서와 작문,일반 선택,0,1,0,김제여고
주제 탐구 독서,진로 선택,0,1,0,김제여고
미적분Ⅰ,일반 선택,0,1,0,김제여고
기하,진로 선택,0,1,0,김제여고
영어Ⅱ,일반 선택,0,1,0,김제여고
영어 독해와 작문,일반 선택,0,1,0,김제여고
미술 감상과 비평,진로 선택,0,1,0,김제여고
기술·가정,일반 선택,0,1,0,김제여고
중국어,일반 선택,0,1,0,김제여고
일본어,일반 선택,0,1,0,김제여고
한문,일반 선택,0,1,0,김제여고
세계사,일반 선택,0,1,0,김제여고
사회와 문화,일반 선택,0,1,0,김제여고
현대사회와 윤리,일반 선택,0,1,0,김제여고
한국지리 탐구,진로 선택,0,1,0,김제여고
생태와 환경,일반 선택,0,1,0,김제여고
물리학,일반 선택,0,1,0,김제여고
화학,일반 선택,0,1,0,김제여고
생명과학,일반 선택,0,1,0,김제여고
지구과학,일반 선택,0,1,0,김제여고
화학 실험,융합 선택,0,1,0,김제여고
생명과학 실험,융합 선택,0,1,0,김제여고
화법과 언어,일반 선택,0,0,1,김제여고
언어생활 탐구,융합 선택,0,0,1,김제여고
미적분Ⅱ,진로 선택,0,0,1,김제여고
수학과제 탐구,융합 선택,0,0,1,김제여고
심화 영어,진로 선택,0,0,1,김제여고
미디어 영어,융합 선택,0,0,1,김제여고
생활과학 탐구,진로 선택,0,0,1,김제여고
언어생활과 한자,융합 선택,0,0,1,김제여고
중국 문화,융합 선택,0,0,1,김제여고
일본 문화,융합 선택,0,0,1,김제여고
도시의 미래 탐구,진로 선택,0,0,1,김제여고
법과 사회,진로 선택,0,0,1,김제여고
윤리와 사상,진로 선택,0,0,1,김제여고
전자기와 양자,진로 선택,0,0,1,김제여고
화학 반응의 세계,진로 선택,0,0,1,김제여고
세포와 물질대사,진로 선택,0,0,1,김제여고
지구시스템과학,진로 선택,0,0,1,김제여고
융합과학 탐구,융합 선택,0,0,1,김제여고
문학과 영상,진로 선택,0,0,1,김제여고
매체 의사소통,융합 선택,0,0,1,김제여고
경제 수학,진로 선택,0,0,1,김제여고
인공지능 수학,진로 선택,0,0,1,김제여고
심화 영어 독해와 작문,진로 선택,0,0,1,김제여고
세계 문화와 영어,융합 선택,0,0,1,김제여고
생활과학 탐구,진로 선택,0,0,1,김제여고
한문 고전 읽기,진로 선택,0,0,1,김제여고
중국 문화,융합 선택,0,0,1,김제여고
일본 문화,융합 선택,0,0,1,김제여고
여행지리,융합 선택,0,0,1,김제여고
사회문제 탐구,융합 선택,0,0,1,김제여고
윤리문제 탐구,융합 선택,0,0,1,김제여고
역학과 에너지,진로 선택,0,0,1,김제여고
물질과 에너지,진로 선택,0,0,1,김제여고
생물의 유전,진로 선택,0,0,1,김제여고
행성우주과학,진로 선택,0,0,1,김제여고
공통국어1,공통 과목,1,0,0,남원고
공통국어2,공통 과목,1,0,0,남원고
공통수학1,공통 과목,1,0,0,남원고
공통수학2,공통 과목,1,0,0,남원고
공통영어1,공통 과목,1,0,0,남원고
공통영어2,공통 과목,1,0,0,남원고
체육1,일반 선택,0,1,0,남원고
체육2,일반 선택,0,1,0,남원고
스포츠 문화,진로 선택,1,0,0,남원고
스포츠 과학,진로 선택,1,0,0,남원고
스포츠 생활1,융합 선택,0,0,1,남원고
스포츠 생활2,융합 선택,0,0,1,남원고
한국사1,공통 과목,1,0,0,남원고
한국사2,공통 과목,1,0,0,남원고
통합사회1,공통 과목,1,0,0,남원고
통합사회2,공통 과목,1,0,0,남원고
통합과학1,공통 과목,1,0,0,남원고
통합과학2,공통 과목,1,0,0,남원고
과학탐구실험1,공통 과목,1,0,0,남원고
과학탐구실험2,공통 과목,1,0,0,남원고
음악,일반 선택,1,0,0,남원고
미술,일반 선택,1,0,0,남원고
음악,일반 선택,1,0,0,남원고
미술,일반 선택,1,0,0,남원고
